EmployeeId,Age,DailyRate,DistanceFromHome,Education,EmployeeCount,EnvironmentSatisfaction,HourlyRate,JobInvolvement,JobLevel,JobSatisfaction,MonthlyIncome,MonthlyRate,NumCompaniesWorked,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,BusinessTravel_Non-Travel,BusinessTravel_Travel_Frequently,BusinessTravel_Travel_Rarely,Department_Human Resources,Department_Research & Development,Department_Sales,EducationField_Human Resources,EducationField_Life Sciences,EducationField_Marketing,EducationField_Medical,EducationField_Other,EducationField_Technical Degree,Gender_Female,Gender_Male,JobRole_Healthcare Representative,JobRole_Human Resources,JobRole_Laboratory Technician,JobRole_Manager,JobRole_Manufacturing Director,JobRole_Research Director,JobRole_Research Scientist,JobRole_Sales Executive,JobRole_Sales Representative,MaritalStatus_Divorced,MaritalStatus_Married,MaritalStatus_Single,Over18_Y,OverTime_No,OverTime_Yes,Attrition
669,32,1401,4,2,1,3,56,3,1,2,3931,20990,2,11,3,1,80,1,6,5,3,4,3,1,2,False,False,True,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,True,True,False,0.0
670,28,1476,1,3,1,3,55,1,2,4,6674,16392,0,11,3,1,80,3,10,6,3,9,8,7,5,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,True,True,False,0.0
671,27,591,2,3,1,4,87,3,1,4,2580,6297,2,13,3,3,80,0,6,0,2,4,2,1,2,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,True,True,False,0.0
672,35,1315,22,3,1,2,71,4,3,2,11996,19100,7,18,3,2,80,1,10,6,2,7,7,6,2,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,True,False,0.0
673,34,167,8,5,1,2,32,3,2,1,5121,4187,3,14,3,3,80,1,7,3,3,0,0,0,0,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,True,True,False,0.0
674,36,913,9,2,1,2,48,2,2,2,8847,13934,2,11,3,3,80,1,13,2,3,3,2,0,2,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,True,False,True,0.0
675,52,699,1,4,1,3,65,2,5,3,19999,5678,0,14,3,1,80,1,34,5,3,33,18,11,9,False,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,True,True,False,0.0
676,38,1321,1,4,1,4,86,3,2,2,4440,7636,0,15,3,1,80,2,16,3,3,15,13,5,8,False,False,True,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True,True,False,0.0
677,35,138,2,3,1,2,37,3,2,2,4425,15986,5,11,3,4,80,0,10,5,3,6,2,1,2,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,True,True,False,0.0
678,44,1459,10,4,1,4,41,3,2,4,6465,19121,2,13,3,4,80,0,9,5,4,4,2,1,3,False,False,True,False,True,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,True,False,True,0.0
679,46,228,3,3,1,3,51,3,4,2,16606,11380,8,12,3,4,80,1,23,2,4,13,12,5,1,False,False,True,False,False,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,True,True,False,0.0
680,22,617,3,1,1,2,34,3,2,3,4171,10022,0,19,3,1,80,1,4,3,4,3,2,0,2,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,True,1.0
681,40,804,2,1,1,4,86,2,1,4,2342,22929,0,20,4,4,80,0,5,2,2,4,2,2,3,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,True,0.0
682,33,603,9,4,1,1,77,3,2,1,8224,18385,0,17,3,1,80,0,6,3,3,5,2,0,3,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,True,1.0
683,50,1246,3,3,1,1,99,3,5,2,18200,7999,1,11,3,3,80,1,32,2,3,32,5,10,7,False,True,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,True,True,False,0.0
684,50,1421,2,3,1,4,30,3,4,1,17856,9490,2,22,4,3,80,1,32,3,3,2,2,2,2,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,True,True,False,0.0
685,57,593,1,4,1,4,88,3,2,3,6755,2967,2,11,3,3,80,0,15,2,3,3,2,1,2,False,False,True,False,True,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,True,True,False,0.0
686,37,161,10,3,1,3,42,4,3,4,13744,15471,1,25,4,1,80,1,16,2,3,16,11,6,8,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,True,0.0
687,35,662,18,4,1,4,67,3,2,3,4614,23288,0,18,3,3,80,1,5,0,2,4,2,3,2,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,True,1.0
688,41,582,28,4,1,1,60,2,4,2,13570,5640,0,23,4,3,80,1,21,3,3,20,7,0,10,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,True,True,False,0.0
689,30,634,17,4,1,2,95,3,3,1,11916,25927,1,23,4,4,80,2,9,2,3,9,1,0,8,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,True,0.0
690,37,1278,1,4,1,3,31,1,2,4,9525,7677,1,14,3,3,80,2,6,2,2,6,3,1,3,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,True,True,False,0.0
691,31,525,6,4,1,1,66,4,2,4,5460,6219,4,22,4,4,80,2,13,4,4,7,7,5,7,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,True,True,False,0.0
692,52,771,2,4,1,1,79,2,5,3,19068,21030,1,18,3,4,80,0,33,2,4,33,7,15,12,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,True,False,True,0.0
693,31,1003,5,3,1,1,51,3,2,3,8346,20943,1,19,3,3,80,1,6,3,3,5,2,0,2,False,False,True,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True,True,False,0.0
694,33,1069,1,3,1,2,42,2,2,4,6949,12291,0,14,3,1,80,0,6,3,3,5,0,1,4,False,False,True,False,True,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,True,True,False,0.0
695,44,1313,7,3,1,2,31,3,5,4,19049,3549,0,14,3,4,80,1,23,4,2,22,7,1,10,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,True,0.0
696,33,750,22,2,1,3,95,3,2,2,6146,15480,0,13,3,1,80,1,8,2,4,7,7,0,7,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True,True,False,0.0
697,34,285,29,3,1,2,86,3,2,3,5429,17491,4,13,3,1,80,2,10,1,3,8,7,7,7,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,True,True,False,0.0
698,18,544,3,2,1,2,70,3,1,4,1569,18420,1,12,3,3,80,0,0,2,4,0,0,0,0,False,True,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,True,0.0
699,51,432,9,4,1,4,96,3,1,4,2075,18725,3,23,4,2,80,2,10,4,3,4,2,0,3,False,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,True,True,False,0.0
700,50,797,4,1,1,1,96,3,5,2,19144,15815,3,14,3,1,80,2,28,4,2,10,4,1,6,False,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True,True,False,0.0
701,29,410,2,1,1,4,97,3,1,2,3180,4668,0,13,3,3,80,3,4,3,3,3,2,0,2,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,True,True,False,0.0
702,46,168,4,2,1,4,33,2,5,2,18789,9946,2,14,3,3,80,1,26,2,3,11,4,0,8,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,True,True,False,0.0
703,22,217,8,1,1,2,94,1,1,1,2451,6881,1,15,3,1,80,1,4,3,2,4,3,1,1,False,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,True,True,False,0.0
704,29,1413,1,1,1,2,42,3,3,4,7918,6599,1,14,3,4,80,1,11,5,3,11,10,4,1,False,True,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,True,True,False,0.0
705,22,1136,5,3,1,4,60,4,1,2,2328,12392,1,16,3,1,80,1,4,2,2,4,2,2,2,False,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,True,False,True,0.0
706,45,374,20,3,1,4,50,3,2,3,4850,23333,8,15,3,3,80,0,8,3,3,5,3,0,1,False,False,True,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,True,True,False,0.0
707,25,309,2,3,1,3,82,3,1,2,2187,19655,4,14,3,3,80,0,6,3,3,2,0,1,2,False,False,True,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,True,True,False,0.0
708,46,1402,2,3,1,3,69,3,4,1,17048,24097,8,23,4,1,80,0,28,2,3,26,15,15,9,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,True,True,False,0.0
709,35,1349,7,2,1,3,63,2,1,4,2690,7713,1,18,3,4,80,1,1,5,2,1,0,0,1,False,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,True,True,False,0.0
710,29,332,17,3,1,2,51,2,3,1,7988,9769,1,13,3,1,80,0,10,3,2,10,9,0,9,False,False,True,True,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,True,True,False,0.0
711,46,563,1,4,1,4,56,4,4,1,17567,3156,1,15,3,2,80,0,27,5,1,26,0,0,12,False,False,True,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,True,True,False,0.0
712,38,653,29,5,1,4,50,3,2,4,2406,5456,1,11,3,4,80,0,10,2,3,10,3,9,9,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,True,True,False,0.0
713,41,465,14,3,1,1,56,3,1,3,2451,4609,4,12,3,1,80,1,13,2,3,9,8,1,8,False,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,True,True,False,0.0
714,27,1337,22,3,1,1,58,2,1,2,2863,19555,1,12,3,1,80,0,1,2,3,1,0,0,0,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,True,True,False,0.0
715,40,663,9,4,1,3,81,3,2,3,3975,23099,3,11,3,3,80,2,11,2,4,8,7,0,7,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,True,True,False,0.0
716,37,674,13,3,1,1,47,3,2,4,4285,3031,1,17,3,1,80,0,10,2,3,10,8,3,7,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,True,False,0.0
717,39,1251,21,4,1,1,32,1,2,3,5736,3987,6,19,3,3,80,1,10,1,3,3,2,1,2,True,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,True,True,False,0.0
718,31,587,2,4,1,4,57,3,3,3,9852,8935,1,19,3,1,80,1,10,5,2,10,8,9,6,True,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,True,0.0
719,34,971,1,3,1,4,64,2,3,3,7083,12288,1,14,3,4,80,0,10,3,3,10,9,8,6,False,False,True,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False,True,0.0
720,50,809,12,3,1,3,77,3,3,4,9208,6645,4,11,3,4,80,0,16,3,3,2,2,2,1,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,True,True,False,0.0
721,51,770,5,3,1,3,84,3,4,2,14026,17588,1,11,3,2,80,1,33,2,3,33,9,0,10,False,False,True,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,True,0.0
722,31,798,7,2,1,3,48,2,3,3,8943,14034,1,24,4,1,80,1,10,2,3,10,9,8,9,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,True,True,False,0.0
723,45,194,9,3,1,2,60,3,2,2,2348,10901,8,18,3,3,80,1,20,2,1,17,9,0,15,False,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,True,True,False,0.0
724,52,715,19,4,1,4,41,3,1,4,4258,26589,0,18,3,1,80,1,5,3,3,4,3,1,2,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,True,False,0.0
725,58,147,23,4,1,4,94,3,3,4,10312,3465,1,12,3,4,80,1,40,3,2,40,10,15,6,False,False,True,False,True,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,True,True,False,1.0
726,30,1005,3,3,1,4,88,3,1,1,2657,8556,5,11,3,3,80,0,8,5,3,5,2,0,4,False,False,True,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,True,1.0
727,39,1089,6,3,1,2,32,3,3,2,8376,9150,4,18,3,4,80,0,9,3,3,2,0,2,2,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,True,True,False,0.0
728,29,1210,2,3,1,1,78,2,2,2,6644,3687,2,19,3,2,80,2,10,2,3,0,0,0,0,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True,True,False,0.0
729,44,477,7,4,1,1,42,2,3,4,10248,2094,3,14,3,4,80,1,24,4,3,22,6,5,17,False,False,True,False,True,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,True,True,False,0.0
730,36,1195,11,3,1,2,95,2,2,2,6499,22656,1,13,3,3,80,0,6,3,3,6,5,0,3,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,True,True,False,0.0
731,34,790,24,4,1,1,40,2,2,2,4599,7815,0,23,4,3,80,0,16,2,4,15,9,10,10,False,False,True,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,True,0.0
732,31,163,24,1,1,4,30,3,2,4,5238,6670,2,20,4,4,80,0,9,3,2,5,4,1,4,False,True,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,True,True,True,False,0.0
733,31,408,9,4,1,3,42,2,1,2,2657,7551,0,16,3,4,80,0,3,5,3,2,2,2,2,False,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,True,False,True,0.0
734,21,984,1,1,1,4,70,2,1,2,2070,25326,1,11,3,3,80,0,2,6,4,2,2,2,2,False,False,True,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,True,0.0
735,36,1467,11,2,1,2,92,3,3,4,9738,22952,0,14,3,3,80,1,10,6,3,9,7,2,8,False,True,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,True,False,True,True,False,0.0
736,25,685,1,3,1,1,62,3,2,3,4898,7505,0,12,3,4,80,2,5,3,3,4,2,1,2,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,True,True,False,0.0
737,46,1144,7,4,1,3,30,3,2,3,5258,16044,2,14,3,3,80,0,7,2,4,1,0,0,0,True,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,True,True,False,0.0
738,29,738,9,5,1,2,30,2,1,4,3983,7621,0,17,3,3,80,0,4,2,3,3,2,2,2,False,False,True,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,True,True,False,0.0
739,44,920,24,3,1,4,43,3,1,3,3161,19920,3,22,4,4,80,1,19,0,1,1,0,0,0,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,True,False,True,1.0
740,26,933,1,3,1,3,57,3,2,3,5296,20156,1,17,3,2,80,1,8,3,3,8,7,7,7,False,False,True,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True,True,False,0.0
741,55,444,2,1,1,3,40,2,4,1,16756,17323,7,15,3,2,80,0,31,3,4,9,7,6,2,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,True,True,False,0.0
742,47,1093,9,3,1,3,82,1,4,3,12936,24164,7,11,3,3,80,0,25,3,1,23,5,14,10,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True,True,False,0.0
